retailer_id,territory_id,state,district,tehsil,trust_level,emotional_state,preferred_language,preferred_channel,relationship_stage,farmer_name,memory_context,relationship_message,season_stage,season_advisory,panic_state,trust_score,farmer_question,detected_language,question_english,relationship_response_english,localized_response
RTL_02450,TER_0310,Uttar Pradesh,Agra,Agra_T098,TRUSTED,HOPEFUL,Hindi,WhatsApp,2nd Season,Farmer_2449,high yielding crop during Kharif season,Farmer_2449 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_02451,TER_0310,Uttar Pradesh,Agra,Agra_T102,TRUSTED,HOPEFUL,Hindi,Field Visit,1st Season,Farmer_2450,high yielding crop during Kharif season,Farmer_2450 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_02452,TER_0310,Uttar Pradesh,Agra,Agra_T100,COLD,ANXIOUS,Hindi,Voice Call,3rd Season,Farmer_2451,last season yellowing after heavy rain,"Farmer_2451 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_HARVEST,Mandi timing intelligence,PANIC,0.3,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02453,TER_0310,Uttar Pradesh,Agra,Agra_T097,WARM,STABLE,Hindi,Field Visit,2nd Season,Farmer_2452,high yielding crop during Kharif season,Namaste Farmer_2452 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_02454,TER_0310,Uttar Pradesh,Agra,Agra_T098,TRUSTED,HOPEFUL,Hindi,Voice Call,2nd Season,Farmer_2453,successful fertilizer intervention last season,Farmer_2453 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,My crop growth is slowing,en,My crop growth is slowing,,
RTL_02455,TER_0310,Uttar Pradesh,Agra,Agra_T094,WARM,STABLE,Hindi,Voice Call,2nd Season,Farmer_2454,previous pest outbreak recovered successfully,Namaste Farmer_2454 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,PANIC,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_02456,TER_0311,West Bengal,Bardhaman,Bardhaman_T094,TRUSTED,HOPEFUL,Bengali,WhatsApp,2nd Season,Farmer_2455,farmer concerned about mandi prices,Farmer_2455 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02457,TER_0311,West Bengal,Bardhaman,Bardhaman_T098,WARM,STABLE,Bengali,WhatsApp,4th Season,Farmer_2456,farmer concerned about mandi prices,Namaste Farmer_2456 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_02458,TER_0311,West Bengal,Bardhaman,Bardhaman_T093,WARM,STABLE,Bengali,Voice Call,4th Season,Farmer_2457,successful fertilizer intervention last season,Namaste Farmer_2457 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_02459,TER_0311,West Bengal,Bardhaman,Bardhaman_T094,WARM,STABLE,Bengali,Field Visit,3rd Season,Farmer_2458,high yielding crop during Kharif season,Namaste Farmer_2458 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_02460,TER_0311,West Bengal,Bardhaman,Bardhaman_T099,WARM,STABLE,Bengali,Field Visit,1st Season,Farmer_2459,previous pest outbreak recovered successfully,Namaste Farmer_2459 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.6,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_02461,TER_0311,West Bengal,Bardhaman,Bardhaman_T096,COLD,ANXIOUS,Bengali,WhatsApp,1st Season,Farmer_2460,high yielding crop during Kharif season,"Farmer_2460 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_SOWING,Build confidence before sowing,NORMAL,0.3,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_02462,TER_0312,Maharashtra,Akola,Akola_T098,COLD,ANXIOUS,Marathi,Voice Call,1st Season,Farmer_2461,last season yellowing after heavy rain,"Farmer_2461 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_SOWING,Build confidence before sowing,PANIC,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02463,TER_0312,Maharashtra,Akola,Akola_T102,WARM,STABLE,Marathi,WhatsApp,2nd Season,Farmer_2462,high yielding crop during Kharif season,Namaste Farmer_2462 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_02464,TER_0312,Maharashtra,Akola,Akola_T106,WARM,STABLE,Marathi,Voice Call,4th Season,Farmer_2463,last season yellowing after heavy rain,Namaste Farmer_2463 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,PANIC,0.6,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_02465,TER_0312,Maharashtra,Akola,Akola_T106,WARM,STABLE,Marathi,Voice Call,4th Season,Farmer_2464,farmer concerned about mandi prices,Namaste Farmer_2464 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.6,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_02466,TER_0312,Maharashtra,Akola,Akola_T106,TRUSTED,HOPEFUL,Hindi,WhatsApp,3rd Season,Farmer_2465,previous pest outbreak recovered successfully,Farmer_2465 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,PANIC,0.9,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_02467,TER_0312,Maharashtra,Akola,Akola_T103,TRUSTED,HOPEFUL,Marathi,Field Visit,1st Season,Farmer_2466,delayed sowing due to rainfall uncertainty,Farmer_2466 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02468,TER_0312,Maharashtra,Akola,Akola_T102,TRUSTED,HOPEFUL,Marathi,WhatsApp,4th Season,Farmer_2467,last season yellowing after heavy rain,Farmer_2467 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,VEGETATIVE,Monitor pests proactively,PANIC,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02469,TER_0312,Maharashtra,Akola,Akola_T097,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_2468,high yielding crop during Kharif season,Namaste Farmer_2468 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02470,TER_0313,Haryana,Sirsa,Sirsa_T095,WARM,STABLE,Punjabi,WhatsApp,1st Season,Farmer_2469,high yielding crop during Kharif season,Namaste Farmer_2469 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_02471,TER_0313,Haryana,Sirsa,Sirsa_T098,TRUSTED,HOPEFUL,Hindi,Field Visit,2nd Season,Farmer_2470,farmer concerned about mandi prices,Farmer_2470 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02472,TER_0313,Haryana,Sirsa,Sirsa_T098,COLD,ANXIOUS,Hindi,Field Visit,4th Season,Farmer_2471,successful fertilizer intervention last season,"Farmer_2471 ji, field conditions require attention this week. Our field officer may contact you soon.",RECOVERY,Empathy-first recovery planning,NORMAL,0.3,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_02473,TER_0313,Haryana,Sirsa,Sirsa_T094,COLD,ANXIOUS,Punjabi,Voice Call,4th Season,Farmer_2472,delayed sowing due to rainfall uncertainty,"Farmer_2472 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.3,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02474,TER_0313,Haryana,Sirsa,Sirsa_T096,WARM,STABLE,Punjabi,WhatsApp,1st Season,Farmer_2473,successful fertilizer intervention last season,Namaste Farmer_2473 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_02475,TER_0313,Haryana,Sirsa,Sirsa_T097,WARM,STABLE,Punjabi,Field Visit,2nd Season,Farmer_2474,high yielding crop during Kharif season,Namaste Farmer_2474 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_02476,TER_0314,Maharashtra,Amravati,Amravati_T096,COLD,ANXIOUS,Hindi,WhatsApp,2nd Season,Farmer_2475,successful fertilizer intervention last season,"Farmer_2475 ji, field conditions require attention this week. Our field officer may contact you soon.",EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02477,TER_0314,Maharashtra,Amravati,Amravati_T092,TRUSTED,HOPEFUL,Hindi,Field Visit,4th Season,Farmer_2476,delayed sowing due to rainfall uncertainty,Farmer_2476 ji 🙏 Last season you mentioned delayed sowing due to rainfall uncertainty. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_02478,TER_0314,Maharashtra,Amravati,Amravati_T100,WARM,STABLE,Marathi,Voice Call,1st Season,Farmer_2477,delayed sowing due to rainfall uncertainty,Namaste Farmer_2477 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,RECOVERY,Empathy-first recovery planning,NORMAL,0.6,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02479,TER_0314,Maharashtra,Amravati,Amravati_T099,TRUSTED,HOPEFUL,Hindi,Voice Call,3rd Season,Farmer_2478,previous pest outbreak recovered successfully,Farmer_2478 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_02480,TER_0314,Maharashtra,Amravati,Amravati_T100,WARM,STABLE,Marathi,WhatsApp,4th Season,Farmer_2479,successful fertilizer intervention last season,Namaste Farmer_2479 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_02481,TER_0314,Maharashtra,Amravati,Amravati_T096,TRUSTED,HOPEFUL,Hindi,Voice Call,2nd Season,Farmer_2480,previous pest outbreak recovered successfully,Farmer_2480 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.9,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02482,TER_0314,Maharashtra,Amravati,Amravati_T091,COLD,ANXIOUS,Marathi,Field Visit,3rd Season,Farmer_2481,high yielding crop during Kharif season,"Farmer_2481 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,NORMAL,0.3,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_02483,TER_0314,Maharashtra,Amravati,Amravati_T102,COLD,ANXIOUS,Hindi,Voice Call,1st Season,Farmer_2482,high yielding crop during Kharif season,"Farmer_2482 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.3,My crop growth is slowing,en,My crop growth is slowing,,
RTL_02484,TER_0314,Maharashtra,Amravati,Amravati_T099,TRUSTED,HOPEFUL,Hindi,Field Visit,2nd Season,Farmer_2483,high yielding crop during Kharif season,Farmer_2483 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.9,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_02485,TER_0314,Maharashtra,Amravati,Amravati_T094,WARM,STABLE,Marathi,Field Visit,3rd Season,Farmer_2484,farmer concerned about mandi prices,Namaste Farmer_2484 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.6,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_02486,TER_0315,Punjab,Ludhiana,Ludhiana_T095,COLD,ANXIOUS,Punjabi,Voice Call,4th Season,Farmer_2485,successful fertilizer intervention last season,"Farmer_2485 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,NORMAL,0.3,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_02487,TER_0315,Punjab,Ludhiana,Ludhiana_T086,WARM,STABLE,Hindi,Field Visit,2nd Season,Farmer_2486,last season yellowing after heavy rain,Namaste Farmer_2486 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.6,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02488,TER_0315,Punjab,Ludhiana,Ludhiana_T094,COLD,ANXIOUS,Hindi,Field Visit,1st Season,Farmer_2487,delayed sowing due to rainfall uncertainty,"Farmer_2487 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_HARVEST,Mandi timing intelligence,NORMAL,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02489,TER_0315,Punjab,Ludhiana,Ludhiana_T084,WARM,STABLE,Hindi,WhatsApp,2nd Season,Farmer_2488,last season yellowing after heavy rain,Namaste Farmer_2488 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,PANIC,0.6,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02490,TER_0315,Punjab,Ludhiana,Ludhiana_T084,TRUSTED,HOPEFUL,Hindi,WhatsApp,4th Season,Farmer_2489,high yielding crop during Kharif season,Farmer_2489 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02491,TER_0315,Punjab,Ludhiana,Ludhiana_T087,TRUSTED,HOPEFUL,Punjabi,WhatsApp,1st Season,Farmer_2490,successful fertilizer intervention last season,Farmer_2490 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_02492,TER_0315,Punjab,Ludhiana,Ludhiana_T085,TRUSTED,HOPEFUL,Punjabi,Voice Call,4th Season,Farmer_2491,previous pest outbreak recovered successfully,Farmer_2491 ji 🙏 Last season you mentioned previous pest outbreak recovered successfully. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,PANIC,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02493,TER_0315,Punjab,Ludhiana,Ludhiana_T089,WARM,STABLE,Punjabi,WhatsApp,3rd Season,Farmer_2492,last season yellowing after heavy rain,Namaste Farmer_2492 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PRE_SOWING,Build confidence before sowing,PANIC,0.6,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_02494,TER_0315,Punjab,Ludhiana,Ludhiana_T094,TRUSTED,HOPEFUL,Punjabi,Field Visit,2nd Season,Farmer_2493,high yielding crop during Kharif season,Farmer_2493 ji 🙏 Last season you mentioned high yielding crop during Kharif season. We are monitoring similar conditions this week.,PRE_SOWING,Build confidence before sowing,NORMAL,0.9,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02495,TER_0315,Punjab,Ludhiana,Ludhiana_T095,WARM,STABLE,Punjabi,Voice Call,4th Season,Farmer_2494,last season yellowing after heavy rain,Namaste Farmer_2494 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,PANIC,0.6,মাটিতে আর্দ্রতা বেশি আছে,bn,মাটিতে আর্দ্রতা বেশি আছে,,
RTL_02496,TER_0315,Punjab,Ludhiana,Ludhiana_T093,WARM,STABLE,Hindi,Voice Call,3rd Season,Farmer_2495,last season yellowing after heavy rain,Namaste Farmer_2495 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,PANIC,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_02497,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T083,WARM,STABLE,Kannada,Voice Call,1st Season,Farmer_2496,delayed sowing due to rainfall uncertainty,Namaste Farmer_2496 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_02498,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T092,COLD,ANXIOUS,Kannada,Voice Call,1st Season,Farmer_2497,last season yellowing after heavy rain,"Farmer_2497 ji, field conditions require attention this week. Our field officer may contact you soon.",RECOVERY,Empathy-first recovery planning,PANIC,0.3,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02499,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T087,COLD,ANXIOUS,Kannada,Field Visit,3rd Season,Farmer_2498,high yielding crop during Kharif season,"Farmer_2498 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,NORMAL,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02500,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T086,WARM,STABLE,Kannada,Field Visit,3rd Season,Farmer_2499,delayed sowing due to rainfall uncertainty,Namaste Farmer_2499 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.6,મારા ખેતરમાં પાણી વધારે છે,gu,મારા ખેતરમાં પાણી વધારે છે,,
RTL_02501,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T086,COLD,ANXIOUS,Kannada,WhatsApp,1st Season,Farmer_2500,high yielding crop during Kharif season,"Farmer_2500 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_SOWING,Build confidence before sowing,NORMAL,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02502,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T082,WARM,STABLE,Kannada,Voice Call,4th Season,Farmer_2501,farmer concerned about mandi prices,Namaste Farmer_2501 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.6,My crop growth is slowing,en,My crop growth is slowing,,
RTL_02503,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T082,WARM,STABLE,Kannada,WhatsApp,3rd Season,Farmer_2502,farmer concerned about mandi prices,Namaste Farmer_2502 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,VEGETATIVE,Monitor pests proactively,NORMAL,0.6,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02504,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T081,COLD,ANXIOUS,Kannada,Field Visit,4th Season,Farmer_2503,farmer concerned about mandi prices,"Farmer_2503 ji, field conditions require attention this week. Our field officer may contact you soon.",EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.3,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,te,పంటలో పురుగులు ఎక్కువగా ఉన్నాయి,,
RTL_02505,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T085,TRUSTED,HOPEFUL,Kannada,Voice Call,1st Season,Farmer_2504,last season yellowing after heavy rain,Farmer_2504 ji 🙏 Last season you mentioned last season yellowing after heavy rain. We are monitoring similar conditions this week.,RECOVERY,Empathy-first recovery planning,PANIC,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_02506,TER_0316,Karnataka,Kalaburagi,Kalaburagi_T088,TRUSTED,HOPEFUL,Kannada,Field Visit,4th Season,Farmer_2505,successful fertilizer intervention last season,Farmer_2505 ji 🙏 Last season you mentioned successful fertilizer intervention last season. We are monitoring similar conditions this week.,PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.9,बारिश के बाद समस्या बढ़ गई,hi,बारिश के बाद समस्या बढ़ गई,,
RTL_02507,TER_0317,Rajasthan,Jaipur,Jaipur_T084,COLD,ANXIOUS,Hindi,WhatsApp,4th Season,Farmer_2506,high yielding crop during Kharif season,"Farmer_2506 ji, field conditions require attention this week. Our field officer may contact you soon.",RECOVERY,Empathy-first recovery planning,NORMAL,0.3,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,ta,மழைக்கு பிறகு பிரச்சனை அதிகரித்தது,,
RTL_02508,TER_0317,Rajasthan,Jaipur,Jaipur_T091,WARM,STABLE,Hindi,Field Visit,3rd Season,Farmer_2507,farmer concerned about mandi prices,Namaste Farmer_2507 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,EARLY_GROWTH,Encourage healthy crop monitoring,NORMAL,0.6,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_02509,TER_0317,Rajasthan,Jaipur,Jaipur_T083,COLD,ANXIOUS,Hindi,Voice Call,4th Season,Farmer_2508,successful fertilizer intervention last season,"Farmer_2508 ji, field conditions require attention this week. Our field officer may contact you soon.",PEST_SEASON,Stabilize farmer emotions before product push,NORMAL,0.3,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,pa,ਕੀ ਫਸਲ ਠੀਕ ਹੋ ਜਾਏਗੀ?,,
RTL_02510,TER_0317,Rajasthan,Jaipur,Jaipur_T080,COLD,ANXIOUS,Hindi,Voice Call,4th Season,Farmer_2509,farmer concerned about mandi prices,"Farmer_2509 ji, field conditions require attention this week. Our field officer may contact you soon.",POST_HARVEST,Season reflection and future planning,NORMAL,0.3,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
RTL_02511,TER_0317,Rajasthan,Jaipur,Jaipur_T081,TRUSTED,HOPEFUL,Hindi,WhatsApp,4th Season,Farmer_2510,farmer concerned about mandi prices,Farmer_2510 ji 🙏 Last season you mentioned farmer concerned about mandi prices. We are monitoring similar conditions this week.,PRE_HARVEST,Mandi timing intelligence,NORMAL,0.9,मेरे खेत में पत्ते पीले हो रहे हैं,hi,मेरे खेत में पत्ते पीले हो रहे हैं,,
RTL_02512,TER_0317,Rajasthan,Jaipur,Jaipur_T080,COLD,ANXIOUS,Hindi,Voice Call,1st Season,Farmer_2511,successful fertilizer intervention last season,"Farmer_2511 ji, field conditions require attention this week. Our field officer may contact you soon.",PRE_HARVEST,Mandi timing intelligence,NORMAL,0.3,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,kn,ಪಂಟಿಗೆ ರೋಗ ಬಂದಿದೆ,,
RTL_02513,TER_0317,Rajasthan,Jaipur,Jaipur_T081,WARM,STABLE,Hindi,Field Visit,1st Season,Farmer_2512,farmer concerned about mandi prices,Namaste Farmer_2512 🙏 We noticed conditions similar to nearby farms. Please monitor your field carefully this week.,POST_HARVEST,Season reflection and future planning,NORMAL,0.6,धान की फसल कमजोर लग रही है,hi,धान की फसल कमजोर लग रही है,,
